Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2/1/20,300.2915344238281,300.31003935148493,298.1285735428214,299.0621697100919,59151200
3/1/20,298.0177001953125,299.15465327119983,296.8068120242286,296.8622703978099,77709700
6/1/20,299.1546325683594,299.23782012297437,296.12275790914583,296.2429271131675,55653900
7/1/20,298.3135070800781,299.06222335747646,297.8605594022021,298.58154649187225,40496400
8/1/20,299.90338134765625,301.13274628882607,298.2580504,298.50761307044644,68296000
9/1/20,301.9369201660156,302.0108834726726,300.8924070771922,301.4840006955028,48473300
10/1/20,301.06805419921875,302.68565608025074,300.5966579758314,302.5285334,53029300
13/1/20,303.1385803222656,303.14780457892977,301.2621634138756,301.69660615664253,47086800
14/1/20,302.6763916015625,303.75785806141926,302.11252720941695,302.69486832260185,62832800
15/1/20,303.36041259765625,304.12760558690024,302.50077958099183,302.58396714304945,72056600
16/1/20,305.88385009765625,305.88385009765625,304.5250636393234,304.7561495797968,54050300
17/1/20,306.8359375,307.0485185216617,305.81915367226685,306.6048515486395,95846000
21/1/20,306.2351074,307.04853452646114,305.79144042572676,305.8653755221729,77742400
22/1/20,306.2720947265625,307.7603030269026,306.11497206543896,307.1039985684286,48914900
23/1/20,306.62335205078125,307.0393180789855,304.4881199513038,305.6158206097551,51963000
24/1/20,303.8964844,307.3720258999948,302.59315630312693,307.2888383475858,87578400
27/1/20,299.02520751953125,300.5226399031406,298.2487621431684,298.59076482229733,84062500
28/1/20,302.1588439941406,303.04620639529145,299.1177441314435,300.4672785636352,63834000
29/1/20,301.9091491699219,303.7670891222673,301.70579241788045,303.5360031862535,53888900
30/1/20,302.8889465332031,303.1015557461462,299.06217816135177,299.82011858095734,75491800
31/1/20,297.3891602,302.4175930100521,296.4648162964884,302.26044214204876,113845600
3/2/20,299.59832763671875,301.4839970111189,298.76642380378036,298.8865930190771,69083000
4/2/20,304.1645812988281,305.04271922906673,302.92596394004727,303.2494899253318,62573200
5/2/20,307.677002,307.8896111395821,305.6527154,307.13164260566913,65951100
6/2/20,308.71234130859375,308.9064456011247,307.6215942254238,308.6476304748391,50359700
7/2/20,307.0671081542969,308.7216637121505,306.51249607629774,307.6401969583572,64139400
10/2/20,309.3594055175781,309.4241164,306.1334543767989,306.1704360307475,42070000
11/2/20,309.89556884765625,311.5223950552163,309.35943354740334,310.7274727800859,54864500
12/2/20,311.89215087890625,312.1047319357615,310.9770311780781,311.34676311971845,43992700
13/2/20,311.5593262,312.5391283658209,310.17281043983064,310.4501023027456,54501900
14/2/20,312.0584411621094,312.17861035743067,310.76436561390153,311.9752536135172,64582200
18/2/20,311.25433349609375,312.1232190240798,309.84931270595257,311.0509767085069,57226200
19/2/20,312.74249267578125,313.42649809328753,311.94757051043456,312.23411484526747,48814700
20/2/20,311.4576721191406,313.01981548523923,308.4350497,312.1878834517064,74163400
21/2/20,308.2502136230469,310.4039224960778,307.4182815468779,310.0896489554363,113788200
24/2/20,298.0269470214844,308.3241225134516,296.9361998746412,298.69247570060276,161088400
25/2/20,288.9960938,300.0512380943985,288.10873156875266,299.4319435,218913200
26/2/20,287.9331055,294.0430046962888,287.1936416820194,290.4103401839063,194773800
27/2/20,275.0015869140625,287.9886085683371,275.0015869140625,282.3501046404397,284353500
28/2/20,273.8461608886719,275.35284611338756,263.9371921374258,266.8581225456419,384975800
2/3/20,285.7053527832031,285.7700636036771,272.1822017405062,275.64849015368986,238703600
3/3/20,277.52496337890625,290.09604424286687,275.05698131967097,286.0843956820024,300139100
4/3/20,289.1902160644531,289.4120777801317,280.3812199156426,282.9601472687874,176613400
5/3/20,279.5770263671875,285.13234180123146,277.3124009134336,281.9063908677441,186366800
6/3/20,274.9552307128906,276.1753709966238,268.27224474859145,270.9713121788443,228667200
9/3/20,253.4828338623047,262.6892910629479,252.76184676000258,254.4718603810971,309417300
10/3/20,266.59930419921875,266.69171603059993,252.8080795501234,263.1052850690694,276444100
11/3/20,253.60289001464844,260.60943011881693,250.38619242320243,259.4632531111732,255316300
12/3/20,229.33897399902344,246.4855567933624,228.9414987731833,236.6320470731581,392220700
13/3/20,248.94430541992188,250.94089162497488,229.71794951752298,243.18563277930045,329566100
16/3/20,221.70387268066406,237.46392365697218,219.40225147248137,222.93323755946798,297240000
17/3/20,233.6741180419922,236.7891663,219.13419385660978,226.50120104796662,262070500
18/3/20,221.84254455566406,229.57929878364473,210.7689081558172,218.3762547969818,327597100
19/3/20,222.31393432617188,228.66418616779154,214.65113001420656,221.14926615253347,289322000
20/3/20,212.73348999023438,227.30312877588696,212.45455338465345,225.49935480540947,347158800
23/3/20,207.29429626464844,213.55170710699156,202.93362899001963,212.16634500201846,326025200
24/3/20,226.07582092285156,226.9591225678549,217.38239337235527,217.9588519724159,235494500
25/3/20,229.46023559570312,238.34893794609076,222.9145953267507,227.67506097689792,299430300
26/3/20,242.8583984,244.34602282563324,231.56156985193365,231.9985673189673,257632800
27/3/20,235.62466430664062,242.49573264376278,233.42109194482805,235.48520308904716,224341200
30/3/20,243.27671813964844,244.00194476914092,235.72691569554493,237.74453482501036,171369500
31/3/20,239.6505584716797,244.83871326627883,238.22799761069237,242.26323542307077,194881100
1/4/20,228.86514282226562,239.5669104201281,226.77313963673376,230.56664044897477,189554600
2/4/20,234.14627075195312,234.9365744688214,227.41466500949954,227.97253814036205,177660400
3/4/20,230.7618865966797,235.5316581159312,228.0004414210397,233.15141160463023,135561200
6/4/20,246.2612762451172,248.2510171182353,230.7432751448362,239.73423724585547,188061200
7/4/20,246.51231384277344,255.71712038109936,246.2891759599012,254.95469478181445,201427200
8/4/20,254.78738403320312,256.61905012743034,246.62392408080035,249.1436176788279,153774500
9/4/20,258.6645812988281,261.4539188611824,256.1262739022265,258.0880943679367,189999200
13/4/20,256.3030700683594,258.0231681517849,252.35150642720916,257.6791542100246,114839100
14/4/20,263.86199951171875,264.8940406177242,256.16343025953864,261.2493227,134143400
15/4/20,258.25543212890625,264.00145971719763,256.11692333782474,258.0787718434594,121775000
16/4/20,259.5014343261719,260.36612235197066,256.3959745577285,259.5479119459874,131798300
17/4/20,266.51190185546875,267.12553110795915,262.5696191,265.34037107877293,146684800
20/4/20,261.8165283203125,266.6513916356787,261.59339038639445,262.76489291407455,100109300
21/4/20,253.8669434,258.5158398,252.91855033102254,257.2978311833999,126385700
22/4/20,259.5014343261719,261.2680095,257.46521518502306,258.8040997812474,92951600
23/4/20,259.4828186035156,264.0015611750324,259.17600389091484,260.79381094294905,104709700
24/4/20,263.0996398925781,263.7783889712508,258.9435254408236,261.01694341774123,85063200
27/4/20,266.8931579589844,268.0274899,264.63380089005386,265.0986905770576,77896600
28/4/20,265.66583251953125,270.9376649217295,265.35898948048066,270.5843442705127,105270000
29/4/20,272.6205749511719,274.1733188347815,270.01720431503736,271.05855256949116,118745600
30/4/20,270.0822448730469,272.72281412861895,268.3249487432386,271.2258550134556,122901700
1/5/20,262.93231201171875,270.2496710030437,261.7514740699194,265.2753457738314,125180000
4/5/20,263.65753173828125,263.9643464327241,259.5293092380975,261.02624034140143,80873200
5/5/20,266.09356689453125,268.9386895686592,263.78770378380017,266.5119789714505,79569900
6/5/20,264.2897644042969,268.20412728840137,263.8527670009922,267.81363587457895,73632600
7/5/20,267.47882080078125,269.4313624114029,266.9674536912725,267.5439121418762,75250400
8/5/20,271.9045715332031,272.37876790046585,269.50572583663035,270.64936421519207,76452400
11/5/20,271.96038818359375,273.3550568409455,269.5243714686897,269.95206191205443,79514200
12/5/20,266.5398254394531,273.57823267464636,266.4003358546942,273.15984904420077,95870800
13/5/20,261.8258056640625,267.0232675358827,259.37117516935297,265.97261259115965,144721100
14/5/20,264.9592285,265.0893828727786,253.82046143505832,259.3619669165007,121977900
15/5/20,266.1772155761719,266.2236931911012,261.58410358651196,262.5417751,111146300
18/5/20,274.2849426269531,275.9120566933842,272.1464612037764,272.4718613173686,119703800
19/5/20,271.4676208496094,275.4098753844556,271.44903548137995,273.6804998,95189300
20/5/20,276.0792541503906,276.95324862492777,274.81476841039733,275.04721314565506,85861700
21/5/20,274.1733093261719,276.7674013742696,273.0668697505342,275.94919109568605,78293900
22/5/20,274.6939697265625,274.8706300449226,272.6298588,273.8850663607078,63958200
26/5/20,278.0783996582031,280.97002823460497,274.7126029009708,280.72827652012495,88951400
27/5/20,282.2159118652344,282.2531109823988,276.02357827683454,280.9049196376593,104817400
28/5/20,281.6951904296875,285.29343120305026,281.01644143480047,283.2572125929971,90405200
29/5/20,282.95050048828125,283.5455446055689,278.4410642983073,281.22109588647083,119090800
1/6/20,284.0940246582031,284.7076823382841,281.7788835182777,282.29955760296286,55758300
2/6/20,286.4463806152344,286.49288660278665,283.6756565929607,285.0238194889779,74267200
3/6/20,290.2584533691406,291.22543164712795,288.1757571161911,288.45467951627955,92567600
4/6/20,289.4960021972656,291.02085351601016,287.3761070190981,289.26355742608666,75794400
5/6/20,296.91571044921875,298.71017764112366,294.8887984384263,294.9538897976216,150524700
8/6/20,300.50469970703125,300.6999454272229,297.18538059070323,297.7339470066986,73641200
9/6/20,298.2638244628906,300.57896517923854,296.9342188786747,297.80821344119244,77479200
10/6/20,296.5996094,299.75157495651126,295.8743826249924,298.84968786198516,95000800
11/6/20,279.5009460449219,290.23060727656724,278.9431011560461,289.58905727974724,209243600
12/6/20,282.8481140136719,287.376134,277.6320664777444,286.59512294243626,194678900
15/6/20,285.4886474609375,286.6322859133372,275.9026276747615,277.09274373006485,135782700
16/6/20,290.9837646484375,293.4755951042188,286.0652518566037,293.3268269893501,137627500
17/6/20,289.7750244140625,292.3133322,289.03118393807455,292.0157959658169,83398900
18/6/20,289.8865661621094,290.37004114512797,287.7759775,288.2408671457295,80828700
19/6/20,288.2298889160156,293.5902980305546,286.25940676623287,293.3941931481743,135549600
22/6/20,290.07891845703125,290.48047602671704,286.4648433309138,287.6228339,74649400
23/6/20,291.41436767578125,293.7023625036601,291.0034622495543,292.7591438889833,68471200
24/6/20,283.98077392578125,289.97623712344625,282.12238011582957,289.35053113495576,132813500
25/6/20,287.02520751953125,287.29603804217845,281.3566046977302,283.4017841112006,89468000
26/6/20,280.2079162597656,286.1286820870505,279.6196016076711,285.9138815477473,127961000
29/6/20,284.3262939453125,284.4663688645096,279.16198959476344,281.4779994235635,79773300
30/6/20,287.9683837890625,289.68673112616494,283.72863091230226,283.8873729872626,113394800
1/7/20,289.98553466796875,291.26496153342845,288.6314391818443,289.09837455626104,72396500
2/7/20,291.5824890136719,294.82302181709093,290.91010090029897,293.4595499347535,69344200
